dHmix,Elect.Diff,VEC,Phase
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-3.75,0.1,8.25,FCC
-3.75,0.1,8.25,FCC
-3.75,0.1,8.25,FCC
-3.75,0.1,8.25,FCC
-3.75,0.1,8.25,FCC
-3.75,0.1,8.25,FCC
-3.75,0.1,8.25,FCC
-3.4172,0.142942331,8.26,FCC
-3.4172,0.142942331,8.26,FCC
-3.4172,0.142942331,8.26,FCC
-0.92,0.132075736,7.6,FCC + Im
-0.92,0.132075736,7.6,FCC + Im
-3.4172,0.142942331,8.26,FCC
-3.4172,0.142942331,8.26,FCC
-0.96,0.138289551,7.5,FCC
-4.16,0.14,8,FCC
-2.5472,0.129185758,7.72,FCC + Im
-1.76,0.124739729,7.6,FCC + Im
-5,0.12,4.75,BCC + Im
-16.25,0.03,4.25,BCC + Im
-16.25,0.03,4.25,BCC + Im
-14.56,0.039698866,4.6,BCC + Im
-14.56,0.039698866,4.6,BCC + Im
-14.56,0.039698866,4.6,BCC + Im
-14.56,0.039698866,4.6,BCC + Im
-13.6656,0.040764691,4.74,BCC + Im
-13.6656,0.040764691,4.74,BCC + Im
-13.6656,0.040764691,4.74,BCC + Im
-13.6656,0.040764691,4.74,BCC + Im
-5.1292,0.108064795,8.33,FCC + Im
-5.1292,0.108064795,8.33,FCC + Im
-5.1292,0.108064795,8.33,FCC + Im
-5.1292,0.108064795,8.33,FCC + Im
2.5,0.13,4.25,BCC
-14.01996054,0.124723309,3.983957219,BCC
-6.2225,0.131569314,4.1875,BCC
-8.5281,0.132166181,4.1625,BCC
-11.79,0.132898222,4.125,BCC + Im
-13.8336,0.133278806,4.1,BCC + Im
2.5,0.13,4.25,BCC
-14.01996054,0.124723309,3.983957219,BCC
-6.2225,0.131569314,4.1875,BCC
-8.5281,0.132166181,4.1625,BCC
-11.79,0.132898222,4.125,BCC + Im
-13.8336,0.133278806,4.1,BCC + Im
-4.53223594,0.100776138,8.481481481,FCC + Im
-4.53223594,0.100776138,8.481481481,FCC
-7.01,0.11,8.28,FCC
-7.01,0.11,8.28,FCC
-7.01,0.11,8.28,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-10.02975207,0.116865961,8.054545455,FCC + Im
-10.02975207,0.116865961,8.054545455,FCC + Im
-10.02975207,0.116865961,8.054545455,FCC + Im
-10.02975207,0.116865961,8.054545455,FCC + Im
-10.02975207,0.116865961,8.054545455,FCC + Im
-10.02975207,0.116865961,8.054545455,FCC + Im
-10.96,0.046861498,4.6,BCC + Im
-10.96,0.046861498,4.6,BCC + Im
-10.96,0.046861498,4.6,BCC + Im
-10.96,0.046861498,4.6,BCC + Im
-14.77777778,0.122610494,4.166666667,BCC
-6.472337894,0.298721248,4.487804878,BCC + Im
-17.22011898,0.356784662,4.465116279,BCC + Im
-8.62,0.1,4.3,BCC + Im
-8.62,0.1,4.3,BCC + Im
-8.62,0.1,4.3,BCC + Im
-8.62,0.1,4.3,BCC + Im
-8.62,0.1,4.3,BCC + Im
-8.62,0.1,4.3,BCC + Im
-6.472337894,0.261445895,4.487804878,BCC
-17.22011898,0.265227435,4.465116279,BCC + Im
-26.074074070000002,0.267807744,4.444444444,BCC + Im
-33.39067451,0.269467056,4.425531915,BCC + Im
-39.45022907,0.270411629,4.408163265,BCC + Im
-16.36560303,0.254130827,4.581395349,BCC + Im
-31.11815301,0.256563457,4.531914894,BCC + Im
-31.11815301,0.256563457,4.531914894,BCC + Im
-16.36560303,0.254130827,4.581395349,BCC + Im
-31.11815301,0.256563457,4.531914894,BCC + Im
-31.11815301,0.256563457,4.531914894,BCC + Im
-16.25,0.03,4.25,BCC
-16.25,0.03,4.25,BCC
2.72,0.12,4.4,BCC
-3.358024691,0.326262032,4.555555556,BCC
-3.041322314,0.295176093,4.636363636,BCC
-3.75308642,0.325898568,4.666666667,BCC
-2.776859504,0.295444755,4.545454545,BCC
-2.765432099,0.313656256,4.666666667,BCC
-3.438016529,0.304185676,4.545454545,BCC
-3.950617284,0.310439752,4.666666667,BCC
-2.644628099,0.306386565,4.545454545,BCC
-0.25,0.258988417,4.5,BCC
-2.644628099,0.338145159,4.727272727,BCC
-4.16,0.138361844,8,FCC
-5.265344,0.138701498,7.9,FCC
-6.322176,0.138970293,7.8,FCC
-7.816464,0.139241494,7.65,FCC + BCC
-8.290304,0.13929684,7.6,FCC + BCC
-8.752016,0.139334699,7.55,FCC + BCC
-9.2016,0.139355086,7.5,FCC + BCC
-9.639056,0.139358008,7.45,FCC + BCC
-4.888888889,0.290440279,5.333333333,BCC
-4.888888889,0.290440279,5.333333333,BCC
-5.367729531,0.312691537,5.367088608,BCC
-5.753501249,0.329930963,5.399399399,BCC
-6.083027711,0.344459613,5.433427762,BCC
-7.27,0.11,7.88,FCC
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-6.26,0.113643082,7.95,FCC
-6.26,0.113643082,7.95,FCC
-6.26,0.113643082,7.95,FCC
-6.26,0.113643082,7.95,FCC
-0.25,0.117153745,4.5,BCC
-4.702985534,0.306634347,4.947368421,BCC1 + BCC2
-4.777777778,0.314253967,5,BCC1 + BCC2
-6.75,0.13,8.14,FCC + Laves
-3.702479339,0.122359719,8.363636364,FCC + Im
2.314049587,0.09046254,8.909090909,FCC
-15.50094518,0.134073873,7.086956522,BCC
-13.41666667,0.134091594,7.25,BCC
2.72,0.12,4.4,BCC1 + BCC2
2.5,0.100343161,4.5,BCC1 + BCC2
3.111111111,0.041096093,4.666666667,BCC
3.5,0.12,4.5,BCC
-8.44,0.14,8,FCC + Im
-4.777777778,0.119082138,7.833333333,BCC + FCC
-5.632653061,0.140378497,7.714285714,BCC + FCC + Im
-13.79591837,0.142571142,7.285714286,BCC1 + BCC2 + FCC
-7.755102041,0.124997959,7.428571429,BCC + FCC
0.8225,0.07690538,8.9,FCC
-4.16,0.14,8,FCC
-5.82,0.092714616,8.1,FCC
-5.36,0.090138782,8,FCC
-4.9,0.087384209,7.9,FCC + BCC
-4.67,0.085934568,7.85,BCC + FCC
-5.82,0.092714616,8.1,FCC
-5.36,0.090138782,8,FCC
-4.9,0.087384209,7.9,FCC + BCC
-4.67,0.085934568,7.85,BCC + FCC
0.16,0.14,4.4,BCC
-5,0.12,4.75,BCC
-1.6,0.31,4.6,BCC
0.4375,0.134530433,4.25,BCC
1.469387755,0.137410453,4.428571429,BCC
-2.125,0.270497227,4.375,BCC
0.875,0.118215904,4.25,BCC
0.16,0.14,4.4,BCC
-8.16,0.164890873,4.6,BCC + Im
3.111111111,0.041096093,4.666666667,BCC
2.64,0.109859001,4.4,BCC
-0.96,0.121082616,4.5,BCC
-8.16,0.164890873,4.6,BCC + Im
3.111111111,0.041096093,4.666666667,BCC
2.64,0.109859001,4.4,BCC
-0.96,0.121082616,4.5,BCC
-8.16,0.164890873,4.6,BCC + Im
3.111111111,0.041096093,4.666666667,BCC
2.64,0.109859001,4.4,BCC
-0.96,0.121082616,4.5,BCC
-8.16,0.164890873,4.6,BCC + Im
-5.410493827,0.210254842,6.194444444,BCC1 + BCC2
-2.5,0.293001706,6.25,BCC1 + BCC2 + Laves
1.888888889,0.246152806,3.666666667,BCC + Im
-1.92,0.311229819,4.6,BCC
-1.12,0.311152696,4.8,BCC
2.72,0.118253964,4.4,BCC
1.888888889,0.246152806,3.666666667,BCC + Im
-1.92,0.311229819,4.6,BCC
-1.6,0.31,4.6,BCC + Im
-1.12,0.311152696,4.8,BCC
2.72,0.118253964,4.4,BCC
1.888888889,0.246152806,3.666666667,BCC + Im
-1.92,0.311229819,4.6,BCC
-1.6,0.31,4.6,BCC + Im
-1.12,0.311152696,4.8,BCC
2.72,0.118253964,4.4,BCC
1.888888889,0.246152806,3.666666667,BCC + Im
-1.92,0.311229819,4.6,BCC
-1.6,0.31,4.6,BCC + Im
-1.12,0.311152696,4.8,BCC
2.72,0.118253964,4.4,BCC
-3.75,0.1,8.25,FCC
-3.75,0.1,8.25,FCC
-3.75,0.1,8.25,FCC
-3.75,0.1,8.25,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
0,0.015,9.5,FCC
-4.16,0.14,8,FCC
-4.1144,0.136417732,8.075,FCC
-3.7232,0.135458481,7.76,FCC + BCC
-4.16,0.14,8,FCC
-3.75,0.1,8.25,FCC + BCC
-4.1144,0.136417732,8.075,FCC + Im
-3.7232,0.135458481,7.76,FCC + BCC + Im
-4.16,0.14,8,FCC + Im
-3.75,0.1,8.25,FCC + Im
-1.42603584,0.128723899,7.6256,FCC + Im
-1.347568351,0.124537702,7.657028514,FCC + Im
-3.05526096,0.128831083,7.4995,FCC + Im
-10.99730873,0.118924761,8.019607843,FCC + Im
-10.99730873,0.118924761,8.019607843,FCC + Im
-12.4432,0.140858085,7.76,FCC + Im
-12.4432,0.140858085,7.76,FCC + Im
-3.75,0.1,8.25,FCC
-3.9,0.11,8.2,FCC
-4.04,0.12,8.14,FCC
-4.153596539,0.127279646,8.093023256,FCC + Im
-4.153596539,0.127279646,8.093023256,FCC + Im
-4.153596539,0.127279646,8.093023256,FCC + Im
-5.82,0.092714616,8.1,FCC
-5.36,0.090138782,8,FCC + BCC + Im
-4.9,0.087384209,7.9,FCC + BCC + Im
-4.67,0.085934568,7.85,FCC + BCC + Im
-4.16,0.138361844,8,FCC
-4.2928,0.120166551,8.5,FCC
-4.2928,0.120166551,8.5,FCC
-4.2928,0.120166551,8.5,FCC
-4.2928,0.120166551,8.5,FCC
-4.2928,0.120166551,8.5,FCC
-6.8576,0.109284766,4.24,BCC
-6.8576,0.109284766,4.24,BCC  + Im
-6.8576,0.109284766,4.24,BCC
-11.94,0.12,7.7,FCC + Im
-7.27,0.11,7.88,FCC
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-10.99730873,0.118924761,8.019607843,FCC
-1.12,0.311152696,4.8,BCC
2.72,0.118253964,4.4,BCC
2.72,0.118253964,4.4,BCC
-1.6,0.31,4.6,BCC + Im
-12.0861034,0.173422991,7.337941932,FCC + Im
-12.0861034,0.173422991,7.337941932,FCC + Im
-12.0861034,0.173422991,7.337941932,FCC + Im
-9.798,0.148163558,7.38,FCC + Im
-9.798,0.148163558,7.38,FCC + Im
-9.798,0.148163558,7.38,FCC + Im
0.4375,0.134530433,4.25,BCC
0.4375,0.134530433,4.25,BCC
1.469387755,0.137410453,4.428571429,BCC
1.469387755,0.137410453,4.428571429,BCC
-2.125,0.270497227,4.375,BCC
-2.125,0.270497227,4.375,BCC
0.875,0.118215904,4.25,BCC
0.875,0.118215904,4.25,BCC
-8.1781746,0.165555851,7.346191889,FCC
-8.1781746,0.165555851,7.346191889,FCC
-8.1781746,0.165555851,7.346191889,FCC
-8.1781746,0.165555851,7.346191889,FCC
-8.1781746,0.165555851,7.346191889,FCC
-8.1781746,0.165555851,7.346191889,FCC
-8.1781746,0.165555851,7.346191889,FCC
-13.4844,0.14752071,6.98,FCC + Im
-13.4844,0.14752071,6.98,FCC + Im
-13.4844,0.14752071,6.98,FCC + Im
-13.4844,0.14752071,6.98,FCC + Im
-13.4844,0.14752071,6.98,FCC + Im
-13.4844,0.14752071,6.98,FCC + Im
-13.4844,0.14752071,6.98,FCC + Im
-13.4844,0.14752071,6.98,FCC + Im
-13.4844,0.14752071,6.98,FCC + Im
-13.4844,0.14752071,6.98,FCC + Im
-6.5,0.36,5.5,BCC
-6.5,0.36,5.5,BCC
-4.64,0.34,5.4,BCC
-4.64,0.34,5.4,BCC
-4.89,0.11,8.33,FCC + BCC
-4.874118387,0.111272373,8.332225914,FCC
-4.89,0.11,8.33,FCC
-4.16,0.14,8,FCC
-4.89,0.11,8.33,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.92,0.22,4.9,BCC1 + BCC2 + Im
-4.92,0.22,4.9,BCC1 + BCC2 + Im
-4.92,0.22,4.9,BCC1 + BCC2 + Im
-16.84,0.22,4.3,BCC1 + BCC2
1.333333333,0.041096093,4.666666667,BCC
2.125,0.084103731,4.625,BCC1 + BCC2 + BCC3
-7.5184,0.130196621,7.71,BCC + FCC + Im
-7.5184,0.130196621,7.71,BCC + FCC + Im
-7.5184,0.130196621,7.71,BCC + FCC + Im
-7.346938776,0.111625792,8.047619048,FCC + Im
-7.346938776,0.111625792,8.047619048,FCC + Im
-7.346938776,0.111625792,8.047619048,FCC + Im
-7.346938776,0.111625792,8.047619048,FCC + Im
-7.346938776,0.111625792,8.047619048,FCC + Im
-7.346938776,0.111625792,8.047619048,FCC + Im
-9.09,0.11,7.67,FCC + BCC
-3.768,0.136373714,7.93,FCC
-3.886419753,0.123693618,8.077777778,FCC
-11.94453931,0.124400344,7.652892562,FCC + BCC + Im
-11.94453931,0.124400344,7.652892562,FCC + BCC + Im
-11.94453931,0.124400344,7.652892562,FCC + BCC + Im
-11.94453931,0.124400344,7.652892562,FCC + BCC + Im
-11.94453931,0.124400344,7.652892562,FCC + BCC + Im
-11.94453931,0.124400344,7.652892562,FCC + BCC + Im
-1.777777778,0.123107902,4.222222222,BCC
-0.4,0.12163881,4.3,BCC
0.52892562,0.119627521,4.363636364,BCC
-1.777777778,0.123107902,4.222222222,BCC
-0.4,0.12163881,4.3,BCC
0.52892562,0.119627521,4.363636364,BCC
-13.75206612,0.040696417,4.727272727,BCC + Im
-13.75206612,0.040696417,4.727272727,BCC + Im
-13.75206612,0.040696417,4.727272727,BCC + Im
-13.75206612,0.040696417,4.727272727,BCC + Im
-6.826618379,0.103645634,8.659574468,FCC
-6.826618379,0.103645634,8.659574468,FCC
-6.826618379,0.103645634,8.659574468,FCC
-6.826618379,0.103645634,8.659574468,FCC
-6.826618379,0.103645634,8.659574468,FCC
-14.63666667,0.12911663,8.091666667,FCC + Im
-14.63666667,0.12911663,8.091666667,FCC + Im
-14.63666667,0.12911663,8.091666667,FCC + Im
-14.63666667,0.12911663,8.091666667,FCC + Im
-14.63666667,0.12911663,8.091666667,FCC + Im
0.980655458,0.114630243,4.099722992,BCC
-0.882,0.1392543,7.46,FCC
-7.5744,0.103058187,7.65,BCC + Im
-7.5744,0.103058187,7.65,BCC + Im
-7.5744,0.103058187,7.65,BCC + Im
-7.5744,0.103058187,7.65,BCC + Im
-7.5744,0.103058187,7.65,BCC + Im
-4.153596539,0.127279646,8.093023256,FCC + Im
-7.27,0.11,7.88,FCC + Im
-7.5744,0.103058187,7.65,FCC + Im
-7.5744,0.103058187,7.65,FCC + Im
-7.5744,0.103058187,7.65,FCC + Im
-7.5744,0.103058187,7.65,FCC + Im
-7.5744,0.103058187,7.65,FCC + Im
-7.5744,0.103058187,7.65,FCC + Im
-7.5744,0.103058187,7.65,FCC + Im
-7.5744,0.103058187,7.65,FCC + Im
-7.5744,0.103058187,7.65,FCC + Im
-3.2,0.309554519,4.6,BCC
-2.602076125,0.297856239,4.764705882,BCC
-2.666666667,0.289524941,4.777777778,BCC
-2.703601108,0.281855742,4.789473684,BCC
-2.72,0.274765354,4.8,BCC
-2.710743802,0.262054817,4.818181818,BCC
-2.666666667,0.250959271,4.833333333,BCC
-2.5,0.306950729,4.75,BCC
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-0.92,0.132075736,7.6,FCC_PLUS_BCC
-0.92,0.132075736,7.6,FCC_PLUS_BCC
-0.92,0.132075736,7.6,FCC_PLUS_BCC
-0.92,0.132075736,7.6,FCC_PLUS_BCC
-0.92,0.132075736,7.6,FCC_PLUS_BCC
-0.92,0.132075736,7.6,FCC_PLUS_BCC
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC
-7.27,0.11,7.88,FCC
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC + Im
-7.27,0.11,7.88,FCC
-7.27,0.11,7.88,FCC + Im
1.888888889,0.246152806,3.666666667,BCC
-13.75,0.117553179,7.5,BCC
2.375,0.103855368,4.375,BCC1 + BCC2 + BCC3
2.44,0.100869966,4.45,BCC
2.36,0.101354576,4.4,BCC
2.26,0.101797593,4.35,BCC
2.14,0.10219956,4.3,BCC
-17.44,0.11,4.2,BCC
-16.75193337,0.052617394,4.243902439,BCC + Im
-17.38408304,0.070332871,4.235294118,BCC + Im
-18.17283951,0.089083121,4.222222222,BCC + Im
-17.44,0.11,4.2,BCC + Im
-19.30578512,0.121437669,4.181818182,BCC + Im
-17.44,0.11,4.2,BCC
-16.75193337,0.052617394,4.243902439,BCC + Im
-17.38408304,0.070332871,4.235294118,BCC + Im
-18.17283951,0.089083121,4.222222222,BCC + Im
-17.44,0.11,4.2,BCC + Im
-19.30578512,0.121437669,4.181818182,BCC + Im
-12.32,0.12,7.2,BCC + FCC + Im
-12.32,0.12,7.2,BCC
-12.32,0.12,7.2,BCC + FCC + Im
-12.32,0.12,7.2,BCC + FCC + Im
-10.74380165,0.121865662,8.090909091,BCC
-11.5,0.11,6.5,FCC
-12.32,0.12,7.2,FCC + BCC
-7.14,0.1,7.5,FCC + BCC
-8.55,0.1,7.38,FCC + BCC
-6.26,0.113643082,7.95,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-0.25,0.050682837,4.75,BCC
2.72,0.12,4.4,BCC
-0.25,0.12,4.5,BCC
-17.44,0.11,4.2,BCC
-1,0.206514981,5.125,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC
-4.16,0.14,8,FCC + Im
-0.7424,0.100828766,3.24,FCC + Im
-0.975476,0.102267781,3.243,FCC + Im
-1.203718853,0.103531114,3.245264207,FCC + Im
-1.429225838,0.10476355,3.247514911,FCC + Im
-1.652033581,0.105966377,3.24975223,FCC + Im
0.8225,0.07690538,8.9,FCC
-3.75,0.1,8.25,FCC
-4.457025,0.142748021,8.0925,FCC
-2.93877551,0.38134563,4.857142857,BCC1 + BCC2
-2.93877551,0.38134563,4.857142857,BCC1 + BCC2
-2.93877551,0.38134563,4.857142857,BCC1 + BCC2
2.72,0.12,4.4,BCC
2.72,0.12,4.4,BCC
2.72,0.12,4.4,BCC
2.72,0.12,4.4,BCC
-3.222222222,0.354483192,4.666666667,BCC1 + BCC2
-3.222222222,0.354483192,4.666666667,BCC1 + BCC2
-3.222222222,0.354483192,4.666666667,BCC1 + BCC2
-2.56,0.24,5,BCC  + Im
3.2,0.09,8.8,FCC
3.2,0.09,8.8,FCC
3.2,0.09,8.8,FCC
3.2,0.09,8.8,FCC
3.2,0.09,8.8,FCC
3.2,0.09,8.8,FCC
-3.52,0.129830659,7.4,FCC + BCC
-1.6,0.134551106,7.65,FCC + FCC + BCC
0.08,0.138072445,7.9,FCC + FCC + BCC
1.52,0.140484875,8.15,FCC + FCC + BCC
2.72,0.14,8.4,FCC + FCC + BCC
2.72,0.14,8.4,FCC + FCC + BCC
3.2,0.092217135,8.8,FCC+ FCC
2.72,0.14,8.4,FCC + FCC +  Im
4.16,0.136323146,8.2,FCC + FCC + BCC
-17.92,0.13,6.91,BCC
-3.537414966,0.148759039,8.142857143,FCC
-3.259259259,0.192642444,8,FCC + Im
2.5,3.92,4.5,BCC1 + BCC2
1.26,3.81,4.575,BCC1 + BCC2
0.135,3.7,4.65,BCC1 + BCC2
-0.87,3.57,4.725,BCC1 + BCC2
-1.76,3.44,4.8,BCC1 + BCC2
-12.32,0.12,7.2,BCC
-12.32,0.12,7.2,BCC
-12.32,0.12,7.2,BCC  + Im
-12.32,0.12,7.2,BCC  + FCC + Im
-12.32,0.12,7.2,BCC  + FCC + Im
-12.32,0.12,7.2,BCC  + FCC + Im
-4.89,0.11,8.33,FCC
-2.650887574,0.13887545,8.076923077,FCC + BCC
3.111111111,0.041096093,4.666666667,BCC
2.666666667,0.129614814,4.333333333,BCC
3.5,0.12,4.5,BCC
3.5,0.12,4.5,BCC
3.5,0.12,4.5,BCC
3.5,0.12,4.5,BCC
3.5,0.12,4.5,BCC
2.72,0.12,4.4,BCC
2.72,0.12,4.4,BCC
2.72,0.12,4.4,BCC
2.72,0.12,4.4,BCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.89,0.11,8.33,FCC
-4.16,0.14,8,FCC
-7.04,0.355662762,5,BCC + Laves
-7.04,0.355662762,5,BCC + Laves
-7.04,0.355662762,5,BCC + Laves
-7.04,0.355662762,5,BCC + Laves
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-13.9748,0.122434105,8.07,FCC + Im
-14.2653,0.126940685,8.075,FCC + Im
-14.2653,0.126940685,8.075,FCC + Im
-14.2653,0.126940685,8.075,FCC + Im
-14.2653,0.126940685,8.075,FCC + Im
-14.2653,0.126940685,8.075,FCC + Im
-17.44,0.11,4.2,BCC + Im
-12.32,0.12,7.2,BCC + Im
-4.64,0.34,5.4,BCC  + Im
-4.64,0.34,5.4,BCC  + Im
-4.64,0.34,5.4,BCC  + Im
-4.16,0.14,8,FCC + Im
-17.92,0.13,6.91,BCC + Im
-4.16,0.138361844,8,FCC
-4.76,0.116510729,8.35,FCC
-4.76,0.116510729,8.35,FCC
-4.84,0.118299408,8.45,FCC
-4.005,0.118417693,8.35,BCC
-11.27873016,0.132894994,7.666666667,BCC + Im
-9.7426,0.131911296,7.91,BCC + Im
-10.0974,0.13300812,7.92,BCC + Im
-13.91608889,0.133739693,7.656666667,FCC + Im
-13.68622222,0.132645576,7.646666667,FCC + Im
-0.96,0.138289551,7.5,FCC
-0.96,0.138289551,7.5,FCC
-0.96,0.138289551,7.5,FCC
-2.716658499,0.189878646,7.912175649,FCC
-2.716658499,0.189878646,7.912175649,FCC
-2.716658499,0.189878646,7.912175649,FCC
-5.0098336,0.206948439,7.868,FCC
-5.0098336,0.206948439,7.868,FCC
-5.0098336,0.206948439,7.868,FCC
2.72,0.14,8.4,FCC1 + FCC2 + BCC
2.72,0.14,8.4,FCC1 + FCC2 + BCC
2.72,0.14,8.4,FCC1 + FCC2 + BCC
2.72,0.14,8.4,FCC1 + FCC2 + BCC
2.72,0.14,8.4,FCC1 + FCC2 + BCC
2.72,0.14,8.4,FCC1 + FCC2 + BCC
-17.9925,0.202181694,7.25,FCC + BCC + Im
-12.88888889,0.146969385,6.666666667,BCC1 + BCC2 + FCC + Im
-3.777777778,0.137042167,7.333333333,BCC1 + BCC2 + FCC
-2.7,0.16,3.46,FCC + Im
-2.52,0.16,3.51,FCC + Im
-2.3,0.15,3.55,FCC + Im
-3.5556,0.1508,8.3333,IM
-1.8935,0.1168,11.6154,IM
-4.8,0.0588,6.2,IM
-3.75,0.052,9,IM
-7.5,0.2685,4.25,IM
-0.75,0.1516,10.25,IM
-3,0.052,9.5,IM
-1.75,0.0397,10.25,IM
-2.25,0.013,9.25,IM
-1.92,0.012,9.6,IM
-1.6667,0.0112,9.8333,IM
-1.5,0.1689,5.75,IM
-3,0.1212,11.75,IM
-20,0.3,7.5,IM
0,0.1146,3,IM
0,0.2027,3,IM
-15.8678,0.2717,2.2727,IM
-12.8,0.244,2.8,IM
-25.5918,0.2011,3,IM
-33.7778,0.231,3,IM
-38,0.245,3,IM
-13.6747,0.1145,4.4118,IM
-15.5102,0.122,4.7143,IM
-11.3058,0.1041,4.0909,IM
-19,0.135,6,IM
-4.6598,0.0171,3.4038,IM
-0.8889,0.1367,5.6667,IM
-0.9796,0.1435,6.4286,IM
-0.9877,0.1441,7.4444,IM
-33.7778,0.1744,3,IM
-9.7778,0.1037,4.6667,IM
5.25,0.0736,3,IM
-33.7778,0.2404,3,IM
-38,0.255,3,IM
-3.4083,0.2908,1.6154,IM
-1.9405,0.1478,2.4138,IM
-1.92,0.147,2.6,IM
-14.8622,0.0265,4.0667,IM
-16.8889,0.0283,4.3333,IM
-12.16,0.024,3.8,IM
-9.3061,0.021,3.5714,IM
-17.9882,0.0292,4.5385,IM
-18.81,0.0298,5.2,IM
-19,0.03,5,IM
-5,0.275,4.5,IM
-38,0.235,3,IM
-22,0.15,6.5,IM
-8,0.1367,5.6667,IM
-15.1142,0.2503,4.1765,IM
-18.6667,0.2781,4.6667,IM
-20.16,0.289,5,IM
1.02,0.1571,3.3,IM
2,0.22,4,IM
-25.5918,0.1805,3,IM
-33.7778,0.2074,3,IM
-22.5,0.0303,3.25,IM
-30,0.035,3.5,IM
-12,0.0087,3.5,IM
-15.1479,0.0097,3.7692,IM
-15,0.2208,3,IM
-42.24,0.1372,3.6,IM
-33,0.1212,3.25,IM
-43.102,0.1386,3.5714,IM
0,0.3615,3.5,IM
1.7778,0.2451,9,IM
-9,0.32,11,IM
-6.75,0.2771,11,IM
-16.8889,0.3441,5.6667,IM
-10.56,0.3723,7.8,IM
1.7778,0.099,8.6667,IM
1.7778,0.099,6.3333,IM
1.5,0.0909,5.75,IM
-3.5556,0.231,7,IM
-3.6,0.174,10.3,IM
-10,0.29,7.5,IM
-8.8889,0.2734,6.3333,IM
-6.4,0.232,5.4,IM
-15.36,0.064,4.2,IM
-21.3333,0.0754,7,IM
-27.5556,0.1791,5,IM
-21.3333,0.0613,7.6667,IM
-18,0.0563,8.25,IM
-18.75,0.013,2.75,IM
-11.3019,0.0092,2.2105,IM
-26.6667,0.0141,2.6667,IM
-9.6,0.3478,3.2,IM
0,0.1421,4.3,IM
-7.2222,0.3354,9.5,IM
-5.8367000000000004,0.1674,11.2857,IM
4.2604,0.0885,11.7692,IM
5.8776,0.1039,11.4286,IM
-4.5,0.1645,9.5,IM
-6,0.19,7,IM
-4.5,0.1645,4.5,IM
0,0.0776,4.7273,IM
